"Competition","Player","Team","Age","Position","Avg.Rating","Minutes","Goals","Assists","G+A","Impact"
"UEFA Europa League 2024/25","Erick Marcus","Ludogorets Razgrad",20,"Right-Winger",5.79,440,1,2,3,"0.21"
"UEFA Europa League 2024/25","Georgi Rusev","Ludogorets Razgrad",26,"Right-Winger",3.98,37,0,0,0,"-"
"UEFA Europa League 2024/25","Georgi Terziev","Ludogorets Razgrad",32,"Centre-Back",4.69,13,0,0,0,"-"
"UEFA Europa League 2024/25","Hendrik Bonmann","Ludogorets Razgrad",31,"Goalkeeper",8.01,360,0,0,0,"-"
"UEFA Europa League 2024/25","Ivan Yordanov","Ludogorets Razgrad",24,"Midfielder",5.36,97,0,0,0,"-"
"UEFA Europa League 2024/25","Ivaylo Chochev","Ludogorets Razgrad",31,"Right-Midfielder",5.26,479,1,0,1,"-0.32"
"UEFA Europa League 2024/25","Jakub Piotrowski","Ludogorets Razgrad",27,"Midfielder",4.89,431,0,0,0,"-0.69"
"UEFA Europa League 2024/25","Kwadwo Duah","Ludogorets Razgrad",27,"Centre-Foward",5.3,353,1,0,1,"-"
"UEFA Europa League 2024/25","Olivier Verdon","Ludogorets Razgrad",29,"Centre-Back",5.62,617,0,0,0,"0.04"
"UEFA Europa League 2024/25","Pedrinho","Ludogorets Razgrad",27,"Midfielder",5.16,515,0,0,0,"-0.42"
"UEFA Europa League 2024/25","Rick","Ludogorets Razgrad",25,"Left-Winger",6.08,442,0,0,0,"0.5"
"UEFA Europa League 2024/25","Rwan","Ludogorets Razgrad",23,"Centre-Foward",5.43,521,0,1,1,"-0.15"
"UEFA Europa League 2024/25","Sergio Padt","Ludogorets Razgrad",34,"Goalkeeper",7.05,360,0,0,0,"-"
"UEFA Europa League 2024/25","Son","Ludogorets Razgrad",30,"Left-Back",5.44,614,0,0,0,"-0.14"
"UEFA Europa League 2024/25","Abner","Lyon",24,"Left-Back",5.76,355,1,0,1,"-"
"UEFA Europa League 2024/25","Ainsley Maitland-Niles","Lyon",27,"Right-Back",7.59,959,0,3,3,"1.21"
"UEFA Europa League 2024/25","Alexandre Lacazette","Lyon",33,"Centre-Foward",6.1,555,4,1,5,"-0.28"
"UEFA Europa League 2024/25","Clinton Mata","Lyon",32,"Centre-Back",6.56,792,0,0,0,"0.18"
"UEFA Europa League 2024/25","Corentin Tolisso","Lyon",30,"Midfielder",6.32,892,3,2,5,"-0.06"
"UEFA Europa League 2024/25","Duje Ćaleta-Car","Lyon",28,"Centre-Back",6.43,614,0,0,0,"0.05"
"UEFA Europa League 2024/25","Ernest Nuamah","Lyon",21,"Right-Winger",6.9,535,3,1,4,"0.52"
"UEFA Europa League 2024/25","Georges Mikautadze","Lyon",24,"Centre-Foward",6.46,667,4,3,7,"0.08"
"UEFA Europa League 2024/25","Gift Orban","Lyon",22,"Centre-Foward",4.13,73,0,0,0,"-"
"UEFA Europa League 2024/25","Jordan Veretout","Lyon",32,"Midfielder",5.43,493,0,1,1,"-0.95"
"UEFA Europa League 2024/25","Lucas Perri","Lyon",27,"Goalkeeper",7.01,1020,0,0,0,"0.63"
"UEFA Europa League 2024/25","Mahamadou Diawara","Lyon",19,"Right-Winger",4.88,26,0,0,0,"-"
"UEFA Europa League 2024/25","Malick Fofana","Lyon",20,"Left-Winger",7.2,514,6,1,7,"0.82"
"UEFA Europa League 2024/25","Maxence Caqueret","Lyon",24,"Midfielder",5.7,185,0,0,0,"-"
"UEFA Europa League 2024/25","Moussa Niakhate","Lyon",29,"Centre-Back",6.07,753,0,0,0,"-0.31"
"UEFA Europa League 2024/25","Nemanja Matić","Lyon",36,"Midfielder",5.45,426,0,0,0,"-0.93"
"UEFA Europa League 2024/25","Nicolás Tagliafico","Lyon",32,"Left-Back",6.67,747,2,0,2,"0.29"
"UEFA Europa League 2024/25","Paul Akouokou","Lyon",27,"Left-Midfielder",4.42,105,0,0,0,"-"
"UEFA Europa League 2024/25","Rayan Cherki","Lyon",21,"Attacking-Mid",8.01,909,4,8,12,"1.63"
"UEFA Europa League 2024/25","Rémy Descamps","Lyon",28,"Goalkeeper",5.58,90,0,0,0,"-"
"UEFA Europa League 2024/25","Sael Kumbedi","Lyon",19,"Right-Back",5.86,151,0,0,0,"-"
"UEFA Europa League 2024/25","Saïd Benrahma","Lyon",29,"Left-Winger",5.99,303,1,1,2,"-"
"UEFA Europa League 2024/25","Tanner Tessmann","Lyon",23,"Midfielder",5.64,520,0,0,0,"-0.74"
"UEFA Europa League 2024/25","Thiago Almada","Lyon",23,"Attacking-Mid",5.15,262,1,0,1,"-"
"UEFA Europa League 2024/25","Warmed Omari","Lyon",24,"Centre-Back",5.69,180,0,0,0,"-"
"UEFA Europa League 2024/25","Wilfried Zaha","Lyon",31,"Left-Winger",6.49,43,0,1,1,"-"
"UEFA Europa League 2024/25","Avishay Cohen","Maccabi Tel Aviv",29,"Right-Back",3.45,19,0,0,0,"-"
"UEFA Europa League 2024/25","Dor Peretz","Maccabi Tel Aviv",29,"Attacking-Mid",6.21,607,2,0,2,"0.8"
"UEFA Europa League 2024/25","Dor Turgeman","Maccabi Tel Aviv",21,"Centre-Foward",5.8,494,1,1,2,"0.39"
"UEFA Europa League 2024/25","Elad Madmon","Maccabi Tel Aviv",20,"Centre-Foward",4.75,320,0,0,0,"-"
"UEFA Europa League 2024/25","Eran Zahavi","Maccabi Tel Aviv",37,"Centre-Foward",4.55,28,0,0,0,"-"
"UEFA Europa League 2024/25","Gavriel Kanichowsky","Maccabi Tel Aviv",27,"Midfielder",5.42,460,1,0,1,"0.01"
"UEFA Europa League 2024/25","Henry Addo","Maccabi Tel Aviv",21,"Left-Winger",3.96,112,0,0,0,"-"
"UEFA Europa League 2024/25","Hisham Layous","Maccabi Tel Aviv",24,"Left-Winger",5.45,250,0,0,0,"-"
"UEFA Europa League 2024/25","Idan Nachmias","Maccabi Tel Aviv",27,"Left-Back",6.3,294,1,0,1,"-"
"UEFA Europa League 2024/25","Ido Shahar","Maccabi Tel Aviv",23,"Attacking-Mid",4.11,208,0,0,0,"-"
"UEFA Europa League 2024/25","Issouf Sissokho","Maccabi Tel Aviv",23,"Midfielder",5.36,557,0,0,0,"-0.05"
"UEFA Europa League 2024/25","Joris van Overeem","Maccabi Tel Aviv",30,"Midfielder",5.51,446,0,0,0,"0.1"
"UEFA Europa League 2024/25","Nemanja Stojić","Maccabi Tel Aviv",27,"Centre-Back",5.09,651,1,0,1,"-0.32"
"UEFA Europa League 2024/25","Ofir Davidzada","Maccabi Tel Aviv",33,"Left-Back",4.49,178,0,0,0,"-"
"UEFA Europa League 2024/25","Osher Davida","Maccabi Tel Aviv",23,"Right-Winger",5.85,428,1,2,3,"0.44"
"UEFA Europa League 2024/25","Raz Shlomo","Maccabi Tel Aviv",25,"Centre-Back",5.89,595,0,0,0,"0.48"
"UEFA Europa League 2024/25","Roei Mashpati","Maccabi Tel Aviv",32,"Goalkeeper",5.75,630,0,0,0,"0.34"
"UEFA Europa League 2024/25","Roy Revivo","Maccabi Tel Aviv",21,"Left-Back",5.91,270,0,0,0,"-"
"UEFA Europa League 2024/25","Sagiv Yehezkel","Maccabi Tel Aviv",29,"Left-Back",4.5,172,0,0,0,"-"
"UEFA Europa League 2024/25","Simon Sluga","Maccabi Tel Aviv",31,"Goalkeeper",5.94,90,0,0,0,"-"
"UEFA Europa League 2024/25","Stav Lemkin","Maccabi Tel Aviv",21,"Right-Back",5.89,375,0,0,0,"0.48"
"UEFA Europa League 2024/25","Tyrese Asante","Maccabi Tel Aviv",22,"Right-Back",4.46,339,0,0,0,"-"
"UEFA Europa League 2024/25","Weslley Patati","Maccabi Tel Aviv",21,"Right-Winger",6.52,395,1,3,4,"1.11"
"UEFA Europa League 2024/25","Adrian Skogmar","Malmö",19,"Right-Back",6.56,99,0,0,0,"-"
"UEFA Europa League 2024/25","Anders Christiansen","Malmö",34,"Attacking-Mid",5.34,425,1,1,2,"-0.01"
"UEFA Europa League 2024/25","Busanello","Malmö",26,"Left-Back",6.35,720,0,2,2,"1"
"UEFA Europa League 2024/25","Colin Rosler","Malmö",24,"Centre-Back",4.82,720,0,0,0,"-0.53"
"UEFA Europa League 2024/25","Erik Botheim","Malmö",25,"Centre-Foward",5.69,626,4,0,4,"0.34"
"UEFA Europa League 2024/25","Hugo Bolin","Malmö",21,"Left-Winger",6.38,586,1,0,1,"1.03"
"UEFA Europa League 2024/25","Isaac Kiese Thelin","Malmö",32,"Centre-Foward",4.42,271,0,0,0,"-"
"UEFA Europa League 2024/25","Jens Stryger Larsen","Malmö",33,"Right-Back",5.29,531,0,1,1,"-0.06"
"UEFA Europa League 2024/25","Joakim Persson","Malmö",17,"Goalkeeper",3.4,90,0,0,0,"-"
"UEFA Europa League 2024/25","Johan Dahlin","Malmö",38,"Goalkeeper",4.27,225,0,0,0,"-"
"UEFA Europa League 2024/25","Lasse Berg Johnsen","Malmö",25,"Midfielder",6,678,1,1,2,"0.65"
"UEFA Europa League 2024/25","Nils Zetterström","Malmö",19,"Centre-Back",5.29,450,0,0,0,"-0.06"
